DSKCORPRO066501;OI344469
LAPCORPRJ053855;183037
LAPCORPRJ055048;OI16167
LAPCORPRJ055060;OI305349
LAPCORPRJ055310;BT050525
LAPCORPRJ055706;114629
LAPCORPRJ055718;OI030745
LAPCORPRJ055723;OI179136
LAPCORPRJ055833;OI310543
LAPCORPRJ055887;OI91678
LAPCORPRJ055894;OI061981
LAPCORPRJ056050;OI66961
LAPCORPRJ056206;OI328077
LAPCORPRJ056237;OI306648
LAPCORPRJ056238;OI150711
LAPCORPRJ056242;BT025941
LAPCORPRJ056247;35198-OI309608-OI308460-145603-OI308380
LAPCORPRJ056564;OI31709-15182
LAPCORPRJ056566;OI328029
LAPCORPRJ059240;OI328542
LAPCORPRJ059252;OI104680
LAPCORPRJ059273;152783
LAPCORPRJ059307;OI033002
LAPCORPRJ059325;OI270293
LAPCORPRJ059339;OI345765
LAPCORPRJ059849;OI152198
LAPCORPRJ059854;223069
LAPCORPRJ060068;OI312784-OI310367
LAPCORPRJ060146;OI114740
LAPCORPRJ060214;73131
LAPCORPRJ060243;OI114895
LAPCORPRJ060250;OI305799
LAPCORPRJ060259;OI318822
LAPCORPRJ060269;OI305304
LAPCORPRJ060286;182270
LAPCORPRJ060289;OI36193
LAPCORPRJ060290;306232
LAPCORPRJ060305;OI183037
LAPCORPRJ060349;OI193298
LAPCORPRJ060362;OI328037
LAPCORPRJ060366;OI118216
LAPCORPRJ060450;BT031282
LAPCORPRJ060468;60339
LAPCORPRJ063176;OI65979
LAPCORPRJ063215;OI119240
LAPCORPRJ063235;34685
LAPCORPRJ063263;274682
LAPCORPRJ063307;OI370787
LAPCORPRJ063396;OI320723
LAPCORPRJ063702;OI398267
LAPCORPRJ063994;OI73946
LAPCORPRJ064908;OI305941
LAPCORPRJ064950;227683
LAPCORPRJ065322;74416
LAPCORPRJ065387;306571-OI326551
LAPCORPRJ065478;214015
LAPCORPRJ065503;OI066941
LAPCORPRJ065513;273673
LAPCORPRJ065544;37890
LAPCORPRJ065576;227647
LAPCORPRJ065581;OI314370
LAPCORPRJ065699;OI309991
LAPCORPRJ067099;oi74322
LAPCORPRJ067130;OI321141
LAPCORPRJ067201;OI333726
LAPCORPRJ067294;OI016222
LAPCORPRJ067295;BT050885
LAPCORPRJ067540;OI309279
LAPCORPRJ067556;112227
LAPCORPRJ067592;OI56463
LAPCORPRJ067599;20036
LAPCORPRJ067610;OI311246
LAPCORPRJ067642;OI145642-OI145642
LAPCORPRJ067653;OI141705
LAPCORPRJ067664;OI268188
LAPCORPRJ067735;OI274100
LAPCORPRJ067737;OI269302
LAPCORPRJ067962;OI273112
LAPCORPRJ069268;12913
LAPCORPRJ069431;OI318820
LAPCORPRJ069484;153378
LAPCORPRJ069589;117248
LAPCORPRJ070587;OI332326
LAPCORPRJ073217;272904
LAPCORPRJ073229;OI82996
LAPCORPRJ073230;OI161974
LAPCORPRJ073292;OI308569
LAPCORPRJ073355;105881-oi105881
LAPCORPRJ073360;oi302443
LAPCORPRJ073364;OI229134
LAPCORPRJ073377;67656
LAPCORPRJ073382;OI341651
LAPCORPRJ073413;BT029672
LAPCORPRJ073449;OI347704
LAPCORPRJ073450;OI74664
LAPCORPRJ073462;OI319921
LAPCORPRJ073483;CR018611
LAPCORPRJ073554;OI335926
LAPCORPRJ073577;99273
LAPCORPRJ073597;61912
LAPCORPRJ077497;OI310078
LAPCORPRJ080135;OI88086
LAPCORPRJ082012;oi038144
LAPCORPRJ082782;OI328495
LAPCORPRJ082928;OI328427
lapcorprj082979;oi340461
LAPCORPRJ082992;OI328562
LAPCORPRJ083056;OI241233
LAPCORPRJ083087;OI033910
LAPCORPRJ083097;OI328406
LAPCORPRJ083104;OI328353
LAPCORPRJ083105;OI328223
LAPCORPRJ083107;OI309507
LAPCORPRJ083124;OI328643
LAPCORPRJ083128;OI328480
LAPCORPRJ083130;OI328324
LAPCORPRJ083140;OI274513
LAPCORPRJ083161;OI339801
LAPCORPRJ083169;OI328129
LAPCORPRJ083176;OI328170
LAPCORPRJ083202;oi041850
LAPCORPRJ083231;OI328410
LAPCORPRJ083254;OI156004
LAPCORPRJ083373;OI037668
LAPCORPRJ083404;OI158682
LAPCORPRJ083433;OI370787
LAPCORPRJ083442;OI345787
LAPCORPRJ083448;OI395605
LAPCORPRJ083489;OI370601
LAPCORPRJ083497;OI158682
LAPCORPRJ083538;OI035244
LAPCORPRJ083563;OI328349
LAPCORPRJ083588;OI339305
LAPCORPRJ083556;OI104791
LAPCORPRJ083591;oi333725
LAPCORPRJ083607;OI239133
LAPCORPRJ083623;OI13257
LAPCORPRJ083642;OI328441
LAPCORPRJ083652;OI034527
LAPCORPRJ083662;OI339305
LAPCORPRJ084012;OI328452
LAPCORPRJ084300;OI121170
LAPCORPRJ084332;OI023180
LAPCORPRJ084342;OI065287
LAPCORPRJ084346;OI183042
LAPCORPRJ086223;OI414041
LAPCORPRJ086225;OI332321
LAPCORPRJ086226;OI31953
LAPCORPRJ086227;OI37871
LAPCORPRJ086228;OI328041
LAPCORPRJ086233;OI328700
LAPCORPRJ086234;OI038439
LAPCORPRJ086242;OI038517
LAPCORPRJ086246;OI331102
LAPCORPRJ086248;OI330818
LAPCORPRJ086273;OI033005
LAPCORPRJ086274;OI33570
LAPCORPRJ086283;OI328325
LAPCORPRJ086286;OI229907
LAPCORPRJ086288;OI394676
LAPCORPRJ086322;OI037284
LAPCORPRJ086440;OI37596
LAPCORPRJ086461;OI328410
LAPCORPRJ086471;OI032701
LAPCORPRJ086615;OI339147
LAPCORPRJ086633;OI036328
LAPCORPRJ087088;OI311735
LAPCORPRJ087113;OI69003
LAPCORPRJ087116;OI158497
LAPCORPRJ087195;OI338002
LAPCORPRJ087258;OI366469
LAPCORPRJ087260;OI328600
LAPCORPRJ087271;OI205334
LAPCORPRJ087322;OI274699
LAPCORPRJ087323;274386
LAPCORPRJ087391;oi165027
LAPCORPRJ087398;OI194112
LAPCORPRJ087407;OI401063
LAPCORPRJ088028;OI343711
LAPCORPRJ088300;OI393333
LAPCORPRJ088306;OI403435
LAPCORPRJ088396;OI402624
LAPCORPRJ088468;BT027017
LAPCORPRJ088474;OI323144
LAPCORPRJ088476;OI339424
LAPCORPRJ088541;OI311657
LAPCORPRJ089224;OI61658
LAPCORPRJ090800;OI79468
LAPCORPRJ090889;OI343711
LAPCORPRJ090909;OI13590
LAPCORPRJ090910;OI331666
LAPCORPRJ090923;OI328043
LAPCORPRJ090949;OI15182
LAPCORPRJ090998;OI37994
LAPCORPRJ092292;OI328435
LAPCORPRJ092458;OI168084
LAPCORPRJ092481;BT030420
LAPCORPRJ092485;OI113304
LAPCORPRJ092498;OI16235
LAPCORPRJ092509;oi20214
LAPCORPRJ092549;OI105792
LAPCORPRJ092614;OI414676
LAPCORPRJ092628;OI331204
LAPCORPRJ092644;OI16537
LAPCORPRJ092649;16535
LAPCORPRJ092655;OI312290
LAPCORPRJ092691;OI273943
LAPCORPRJ092803;309034-OI309034
LAPCORPRJ092817;BT027227
LAPCORPRJ092841;OI017472
LAPCORPRJ092882;106720
LAPCORPRJ092885;OI310784-OI348450
LAPCORPRJ092897;OI93381
LAPCORPRJ092903;OI91678
LAPCORPRJ092907;OI341400
LAPCORPRJ092935;OI332455
LAPCORPRJ093021;OI347969
LAPCORPRJ093136;OI74149
LAPCORPRJ093199;OI263364
LAPCORPRJ093213;OI410024
LAPCORPRJ093241;OI306373
LAPCORPRJ093242;OI121982
LAPCORPRJ093545;OI154380
LAPCORPRJ093563;OI317577
LAPCORPRJ093604;OI101564
LAPCORPRJ093619;OI403303
LAPCORPRJ093789;OI269977
LAPCORPRJ093865;oi309824
LAPCORPRJ093968;OI328393
LAPCORPRJ094010;OI311807
LAPCORPRJ094017;OI306293
LAPCORPRJ094358;OI309589
LAPCORPRJ094360;OI370646
LAPCORPRJ095278;OI315648
LAPCORPRJ095310;OI221694
LAPCORPRJ095652;OI328109
LAPCORPRJ095671;Oi12781
LAPCORPRJ095680;OI345343
LAPCORPRJ095746;OI033038
LAPCORPRJ096317;OI310027
LAPCORPRJ096394;OI230095
LAPCORPRJ096407;OI328462
LAPCORPRJ096438;OI328743
LAPCORPRJ096476;101564
LAPCORPRJ096515;OI342921
LAPCORPRJ096629;OI306575
LAPCORPRJ096635;BT030653
LAPCORPRJ096643;BT022426
LAPCORPRJ096646;OI42267
LAPCORPRJ096664;OI159563
LAPCORPRJ096731;OI315417
LAPCORPRJ096797;OI310013
LAPCORPRJ096826;265323
LAPCORPRJ096840;OI318972
LAPCORPRJ096860;T72433
LAPCORPRJ096861;OI321544
LAPCORPRJ096908;OI273861
LAPCORPRJ096931;OI328663
LAPCORPRJ096932;OI327192
LAPCORPRJ097134;OI345765
LAPCORPRJ097144;OI308607
LAPCORPRJ097153;OI405522
LAPCORPRJ097175;OI324864
LAPCORPRJ097182;OI118216
LAPCORPRJ097193;OI056441
LAPCORPRJ097201;OI020073
LAPCORPRJ097217;OI034562
LAPCORPRJ097275;OI308286
LAPCORPRJ097358;OI16167
LAPCORPRJ097359;OI344646
LAPCORPRJ097263;OI306228
LAPCORPRJ097371;OI308393
LAPCORPRJ097571;OI74664
LAPCORPRJ097574;OI111819
LAPCORPRJ097575;OI64292
LAPCORPRJ100017;OI161675
LAPCORPRJ100287;OI91981
LAPCORPRJ100289;OI333901
LAPCORPRJ100294;OI328367
LAPCORPRJ100303;oi033711
LAPCORPRJ100315;OI032794
LAPCORPRJ100330;OI030793
LAPCORPRJ100331;OI311665
LAPCORPRJ100339;OI327603
LAPCORPRJ100343;OI274275
LAPCORPRJ100348;OI328619
LAPCORPRJ100361;OI205380
LAPCORPRJ100364;OI033046
LAPCORPRJ100366;OI339305
LAPCORPRJ100370;OI310617
LAPCORPRJ100415;OI327245
LAPCORPRJ100418;OI031586
LAPCORPRJ100421;OI34401
LAPCORPRJ100435;OI327501
LAPCORPRJ100491;OI042177
LAPCORPRJ100495;OI311966
LAPCORPRJ100548;OI346307
LAPCORPRJ100700;OI031733
LAPCORPRJ100703;OI305646
LAPCORPRJ100707;OI074128
LAPCORPRJ101140;OI327967
LAPCORPRJ101154;OI273943
LAPCORPRJ101158;OI400245
LAPCORPRJ101197;OI348777
LAPCORPRJ101344;OI299841
LAPCORPRJ101353;OI216579
LAPCORPRJ101370;OI328512
LAPCORPRJ102006;OI404542
LAPCORPRJ102031;OI345765
LAPCORPRJ102667;OI221694
LAPCORPRJ102789;OI320729
LAPCORPRJ102914;OI193298
LAPCORPRJ102948;OI345868
LAPCORPRJ103544;OI38823
LAPCORPRJ103546;OI403317
LAPCORPRJ105180;OI34554
LAPCORPRJ106112;OI348575
LAPCORPRJ106174;OI65937
LAPCORPRJ106889;bt050525
LAPCORPRJ106931;OI64967
LAPCORPRJ107083;OI38823
LAPCORPRJ107125;OI408884
LAPCORPRJ107137;OI408939
LAPCORPRJ107151;OI141705
LAPCORPRJ107189;OI306648-OI315408
LAPCORPRJ107200;OI410022
LAPCORPRJ107211;OI406086
LAPCORPRJ107213;OI332455
LAPCORPRJ107232;OI356331
LAPCORPRJ107235;OI270123
LAPCORPRJ107239;OI061999
LAPCORPRJ107255;OI199409
LAPCORPRJ107256;OI305304
LAPCORPRJ107257;OI99937
LAPCORPRJ107262;OI82697
LAPCORPRJ107267;OI336379
LAPCORPRJ107269;OI038627
LAPCORPRJ107285;OI038334
LAPCORPRJ107311;OI316132
LAPCORPRJ107333;OI274972
LAPCORPRJ107356;OI307023
LAPCORPRJ107357;OI41587
LAPCORPRJ107371;OI414203
LAPCORPRJ107404;OI034130
LAPCORPRJ107417;OI121961
LAPCORPRJ107425;OI410023
LAPCORPRJ107644;OI317348
LAPCORPRJ107918;OI405887
LAPCORPRJ107932;OI308344
LAPCORPRJ107934;OI311243
LAPCORPRJ107945;OI206913
LAPCORPRJ107962;OI310559
LAPCORPRJ107965;OI114629
LAPCORPRJ107989;OI307617
LAPCORPRJ108011;OI273287
LAPCORPRJ108024;OI328641
LAPCORPRJ108030;OI327970
LAPCORPRJ108052;OI82787
LAPCORPRJ108156;OI328029
LAPCORPRJ108192;OI328393
LAPCORPRJ108282;OI328038
LAPCORPRJ108289;OI312060
LAPCORPRJ108329;OI16537
LAPCORPRJ108396;OI035244
LAPCORPRJ108398;OI328663
LAPCORPRJ108504;OI313340
LAPCORPRJ108508;OI309330
LAPCORPRJ108538;OI311246
LAPCORPRJ108542;OI328229
LAPCORPRJ108828;OI61981
LAPCORPRJ108838;OI350200
LAPCORPRJ108840;OI328077
LAPCORPRJ108845;OI328360
LAPCORPRJ108846;OI340951
LAPCORPRJ108848;OI328239
LAPCORPRJ108884;OI331666
LAPCORPRJ108897;OI328083
LAPCORPRJ108898;OI351759
LAPCORPRJ108902;OI034398
LAPCORPRJ108920;OI337378
LAPCORPRJ108927;OI410498
LAPCORPRJ108929;OI327947
LAPCORPRJ108931;OI038721
LAPCORPRJ109004;OI398337
LAPCORPRJ109026;OI328109
LAPCORPRJ109027;OI309589
LAPCORPRJ109038;OI328374
LAPCORPRJ109503;OI305283
LAPCORPRJ109534;OI345436
LAPCORPRJ108940;OI328421
LAPCORPRJ108945;OI315648
LAPCORPRJ109062;OI409535
LAPCORPRJ109067;OI195643
LAPCORPRJ109074;OI41164
LAPCORPRJ109086;OI305351
LAPCORPRJ109089;bt050327
LAPCORPRJ109100;OI82697
LAPCORPRJ109114;OI160481
LAPCORPRJ109115;OI328648
LAPCORPRJ109130;OI326770
LAPCORPRJ109137;OI114895
LAPCORPRJ109156;OI317670
LAPCORPRJ109169;OI270329
LAPCORPRJ109171;bt022426
LAPCORPRJ109179;OI66961
LAPCORPRJ109224;OI328591
LAPCORPRJ109258;OI033002
LAPCORPRJ109337;OI308647
LAPCORPRJ109407;OI016138
LAPCORPRJ109479;OI328043
LAPCORPRJ109534;OI345436
LAPCORPRJ109876;OI270293
LAPCORPRJ109890;BT025941
LAPCORPRJ109919;OI152198
LAPCORPRJ109924;OI183037
LAPCORPRJ109926;OI42071
LAPCORPRJ109942;OI404343
LAPCORPRJ109943;oi61795
LAPCORPRJ109976;OI328639
LAPCORPRJ109978;OI339801
LAPCORPRJ109997;OI286874
LAPCORPRJ109999;OI305594
LAPCORPRJ110040;OI399172
LAPCORPRJ110176;OI394666
LAPCORPRJ111603;OI209441
LAPCORPRJ111604;OI305349
LAPCORPRJ111606;OI62078
LAPCORPRJ111607;OI190396
LAPCORPRJ111631;OI320614
LAPCORPRJ111904;OI398267
LAPCORPRJ111907;OI209147
LAPCORPRJ111912;OI159727
LAPCORPRJ112446;OI274293
LAPCORPRJ112462;OI37029
LAPCORPRJ112512;OI340813
LAPCORPRJ112554;OI312849
LAPCORPRJ112563;OI344104
LAPCORPRJ112603;OI041850
LAPCORPRJ112608;OI328037
LAPCORPRJ112629;OI307371
LAPCORPRJ112758;OI342810
LAPCORPRJ112797;OI311690
LAPCORPRJ116189;OI37093
LAPCORPRN046686;OI019681
LAPCORPRN046738;OI339817
LAPCORPRN063509;OI343756
LAPCORPRN082957;oi212238
LAPCORPRN083005;oi019574
LAPCORPRN083008;OI019710
LAPCORPRN086260;OI340460
LAPCORPRN086409;OI327473
LAPCORPRN086431;oi327669
LAPCORPRN092204;OI340464
LAPCORPRN092205;OI338968
LAPCORPRN095637;OI102014
LAPCORPRN108101;OI019574
LAPCORPRN108350;OI338968
LAPCORPRN108684;OI327479
LAPCORPRN108708;OI405364
LAPCORPRN108748;OI117498
LAPCORPRN108750;OI406280
LAPCORPRN110829;OI327594
LAPCORPRN110930;oi212238
LAPCORPRO082945;OI331463
LAPCORPRO082974;OI330006
LAPCORPRO083276;RO000886
LAPCORPRO085418;OI329612
LAPCORPRO085462;OI329724
LAPCORPRO092986;OI332320
LAPCORPRO093007;OI329610
LAPCORPRO096463;OI329616
LAPCORPRO096569;OI329619
LAPCORPRO100034;OI329611
LAPCORPRO100074;OI329621
LAPCORPRO100079;OI329614
LAPCORPRO100091;OI329839
LAPCORPRO108403;OI413354
LAPCORPRO108407;OI402717
LAPCORPRO108442;OI329886
LAPCORPRO108698;OI329615
LAPCORPRO109460;ro001176
LAPCORPRO109551;OI329913
LAPCORPRO109561;OI330033
LAPCORPRR055490;OI25745
LAPCORPRR063500;OI25745
LAPCORPRR065439;OI327635
LAPCORPRR083110;OI327715
LAPCORPRS086326;OI329583
LAPCORPRS082307;OI330044
LAPCORPRS081215;OI330001
LAPCORPRS100204;OI342802
LAPCORPRS100228;OI292284
LAPCORPRS104912;OI294284
LAPCORPRS105125;OI331299
LAPCORPRS105147;OI329958
LAPCORPRS107092;OI413479
LAPCORPRS107406;BT022546
LAPCORPRS002336;OI287627
LAPCORPRS031804;OI292135
LAPCORPRS042132;BT032329
LAPCORPRS051930;OI329968
LAPCORPRS056921;CR035718
LAPCORPRS059328;OI329121
LAPCORPRS065021;OI329895
LAPCORPRS065362;OI405431
LAPCORPRS067842;CR018370
LAPCORPRS071301;OI329490
LAPCORPRS073349;PR011744
LAPCORPRS082076;OI294284
LAPCORPRS082085;OI329485
LAPCORPRS082137;OI329721
LAPCORPRS082276;OI329968
LAPCORPRS082932;OI298475
LAPCORPRS082961;OI329540
LAPCORPRS083201;OI411094
LAPCORPRS083382;OI329502
LAPCORPRS083950;OI402008
LAPCORPRS086327;OI294315
LAPCORPRS086370;OI329570
LAPCORPRS087127;OI285662
LAPCORPRS094195;OI329583
LAPCORPRS095665;OI405455
LAPCORPRS100144;OI311088
LAPCORPRS100145;OI329505
LAPCORPRS100148;OI329568
LAPCORPRS100153;OI399251
LAPCORPRS100155;OI329495
LAPCORPRS100182;OI330041
LAPCORPRS100190;OI329549
LAPCORPRS100191;OI329483
LAPCORPRS100198;OI285717
LAPCORPRS100202;OI291025
LAPCORPRS100205;OI330049
LAPCORPRS100206;OI299187
LAPCORPRS100209;OI329683
LAPCORPRS100214;OI331334
LAPCORPRS100215;OI329452
LAPCORPRS100216;OI315793
LAPCORPRS100221;OI330014
LAPCORPRS100222;BT025635
LAPCORPRS100227;OI329940
LAPCORPRS100231;OI287818
LAPCORPRS100234;OI287648
LAPCORPRS100236;OI287519
LAPCORPRS100241;OI298986
LAPCORPRS100250;OI342438
LAPCORPRS100262;OI330037
LAPCORPRS100265;OI328876
LAPCORPRS100481;OI292966
LAPCORPRS100504;OI329530
LAPCORPRS100506;OI292193
LAPCORPRS100513;OI332890
LAPCORPRS100514;OI329475
LAPCORPRS102033;OI405442
LAPCORPRS106078;OI329685
LAPCORPRS106081;OI329575
LAPCORPRS106082;OI287649
LAPCORPRS106085;OI329684
LAPCORPRS106086;OI329484
LAPCORPRS106087;OI329585
LAPCORPRS106089;OI333129
LAPCORPRS106091;OI329482
LAPCORPRS106093;OI338886
LAPCORPRS106096;OI287768
LAPCORPRS106097;OI344982
LAPCORPRS106098;OI339741
LAPCORPRS106108;OI285679
LAPCORPRS106109;OI287009
LAPCORPRS106110;OI329973
LAPCORPRS106111;OI329920
LAPCORPRS106114;OI329491
LAPCORPRS106118;OI286911
LAPCORPRS106119;OI329580
LAPCORPRS106131;OI286318
LAPCORPRS106132;OI332853
LAPCORPRS106140;OI283106
LAPCORPRS106166;OI330087
LAPCORPRS106167;OI286022
LAPCORPRS106168;OI329497
LAPCORPRS106169;OI329504
LAPCORPRS106170;OI330090
LAPCORPRS106192;OI287849
LAPCORPRS106201;CR018161
LAPCORPRS106202;OI329935
LAPCORPRS106276;OI329498
LAPCORPRS106280;OI368010
LAPCORPRS106281;OI281511
LAPCORPRS106283;OI286925
LAPCORPRS106284;OI291704
LAPCORPRS106286;OI287593
LAPCORPRS106312;OI329518
LAPCORPRS108752;OI329703
LAPCORPRS108756;OI407406
LAPCORPRS110912;OI330072
LAPCORPRS111792;OI329590
LAPCORPRS111886;OI329909
LAPCORPRS112507;OI330066
LAPCORPRS112552;OI330091
LAPCORPRS112559;OI406773
LAPCORPRS112580;OI405431
LAPCORPRS112584;BT032329
LAPCORPSC073020;OI328934
LAPCORPSC099898;OI405941
LAPCORPSC055163;OI403279
LAPCORPSC081038;oi388609
LAPCORPSC081040;OI330042
LAPCORPSC081072;oi329970
LAPCORPSC081100;OI330068
LAPCORPSC081114;OI339041
LAPCORPSC081204;OI290418
LAPCORPSC081214;OI329941
LAPCORPSC081219;OI344593
LAPCORPSC081236;OI287929
LAPCORPSC081266;oi329458
LAPCORPSC081269;OI343645
LAPCORPSC081282;OI328365
LAPCORPSC081285;OI343081
LAPCORPSC081392;OI329541
LAPCORPSC081394;OI329717
LAPCORPSC081401;OI329416
LAPCORPSC082926;OI329574
LAPCORPSC083143;OI411537
LAPCORPSC083440;OI404069
LAPCORPSC086430;OI329439
LAPCORPSC086458;OI413051
LAPCORPSC092430;OI329477
LAPCORPSC092434;OI287982
LAPCORPSC092439;OI298789
LAPCORPSC092445;OI401406
LAPCORPSC093222;OI303129
LAPCORPSC095295;OI288044
LAPCORPSC099894;OI329470
LAPCORPSC099900;OI329521
LAPCORPSC099902;OI329413
LAPCORPSC099904;OI329562
LAPCORPSC099906;OI329589
LAPCORPSC099968;OI337142
LAPCORPSC099980;OI342861
LAPCORPSC100013;OI290456
LAPCORPSC100020;OI329412
LAPCORPSC100022;OI330025
LAPCORPSC100032;OI329460
LAPCORPSC100033;OI292091
LAPCORPSC100037;OI343645
LAPCORPSC100039;OI343412
LAPCORPSC100047;OI330068
LAPCORPSC100109;OI288000
LAPCORPSC106228;OI298983
LAPCORPSC106229;OI329702
LAPCORPSC106230;OI329574
LAPCORPSC106231;OI329541
LAPCORPSC106299;OI329953
LAPCORPSC106303;OI287929
LAPCORPSC106305;SC004287
LAPCORPSC106306;OI330218
LAPCORPSC106310;OI328993
LAPCORPSC106313;OI287831
LAPCORPSC106320;OI329438
LAPCORPSC106321;OI411536
LAPCORPSC106322;OI329558
LAPCORPSC106323;OI329422
LAPCORPSC106324;oi329458
LAPCORPSC106326;OI289372
LAPCORPSC106327;OI329425
LAPCORPSC106329;OI289402
LAPCORPSC107401;DF070814
LAPCORPSC109636;OI376003
LAPCORPSC111951;OI328967
LAPCORPSC111981;OI329411
LAPCORPSE060351;OI405511
LAPCORPSE077136;OI327061
LAPCORPSE086406;OI326745
LAPCORPSE086432;OI326791
LAPCORPSE086469;OI326747
LAPCORPSE086482;OI209958
LAPCORPSE086493;OI326715
LAPCORPSE086524;OI327053
LAPCORPSE091780;OI327047
LAPCORPSE091997;OI023686
LAPCORPSE092154;OI23760
LAPCORPSE092529;OI23711
LAPCORPSE100087;OI329598
LAPCORPSE100092;OI209996
LAPCORPSE106153;OI327173
LAPCORPSE108690;OI022908
LAPCORPSE108705;OI405511
LAPCORPSP073040;OI338275
LAPCORPSP073431;OI413976
LAPCORPSP074118;OI327910
LAPCORPSP074173;OI270369
LAPCORPSP074199;OI328207
LAPCORPSP074395;OI328278
LAPCORPSP093098;OI328658
LAPCORPSP097187;OI328459
LAPCORPSP097241;OI327907
LAPCORPSP097242;OI328279
LAPCORPSP097243;OI405709
LAPCORPSP099941;OI327921
LAPCORPSP049342;OI113100
LAPCORPSP060002;OI328340
LAPCORPSP060825;OI327994
LAPCORPSP063162;123227
LAPCORPSP065351;OI328019
LAPCORPSP066288;OI328616
LAPCORPSP067322;OI370441
LAPCORPSP067458;OI328655
LAPCORPSP067758;171147
LAPCORPSP067899;OI341030
LAPCORPSP067969;OI328121
LAPCORPSP074153;OI328651
LAPCORPSP074206;OI327987
LAPCORPSP074217;OI328632
LAPCORPSP074245;OI328470
LAPCORPSP074222;OI327994
LAPCORPSP074259;OI328340
LAPCORPSP079001;OI268702
LAPCORPSP086467;OI328230
LAPCORPSP086609;OI348056
LAPCORPSP087280;OI339139
LAPCORPSP087420;OI413380
LAPCORPSP092008;OI55285
LAPCORPSP092015;OI328188
LAPCORPSP092121;OI328236
LAPCORPSP092424;OI330490
LAPCORPSP092426;OI328181
LAPCORPSP092431;OI368464
LAPCORPSP096418;OI309775
LAPCORPSP097241;OI327907
LAPCORPSP099850;OI328100
LAPCORPSP099913;OI123416
LAPCORPSP099939;OI328137
LAPCORPSP099983;OI328149
LAPCORPSP100662;OI328720
LAPCORPSP101924;OI414299
LAPCORPSP101956;OI405488
LAPCORPSP101970;OI278767
LAPCORPSP102026;OI327901
LAPCORPSP102060;OI280283
LAPCORPSP106164;OI368835
LAPCORPSP106436;OI327987
LAPCORPSP106465;OI85278
LAPCORPSP106475;OI312066
LAPCORPSP111814;OI309775
LAPCORPSP111846;OI328715
LAPCORPSP112403;OI328019
LAPCORPTO51931;OI331534
LAPCORPTO82960;OI329670
LAPCORPTO092153;OI331085
LAPCORPTO000265;OI368976
LAPCORPTO080291;OI329875
LAPCORPTO080304;OI329936
LAPCORPTO080308;OI330021
LAPCORPTO082623;OI330683
LAPCORPTO082912;OI331495
LAPCORPTO092056;OI329731
LAPCORPTO092123;OI329680
LAPCORPTO092125;OI329526
LAPCORPTO092334;OI402830
LAPCORPTO092348;OI329676
LAPCORPTO092370;oi333525
LAPCORPTO092460;OI329983
LAPCORPTO093249;oi290480
LAPCORPTO100072;OI329678
LAPCORPTO100094;OI329700
LAPCORPTO100097;OI330026
LAPCORPTO108661;OI287651
LAPCORPTO108727;OI329938
OIACDESK066404;ac000499
OIACNOTE083132;OI329948
OIACNOTE096488;OI342319
OIAMNOTE032761;OI310808
LAPCORPAM063368;OI320555
OIAMNOTE063465;OI26167
OIAMNOTE085361;OI209221
OIAMNOTE086583;OI026222
OIAPNOTE085276;OI402829
OIDESK0000951;OI293624
OIDESK0005095;SCCO00M6001
OIDESK0005271;SCCO00M6001
OIDESK0005281;SCCO00M6001
OIDESK0028749;TC046020
OIDESK0034286;OI92006
OIDESK0039440;OI17863
OIDESK0040841;60339-OI312156-73481
OIDESK0041010;OI017472
OIDESK0041491;OI188122
OIDESK0049844;OI343338
OIDESK0050133;TC049255-TR354761
OIDESK0050886;OI311966-OI328190-OI33570
OIDESK0051676;OI307003
OIDESK0054450;OI336381
OIDESK0055217;OI328600-OI328190-OI33570
OIDESK0055234;BT028140
OIDESK0055739;41312
OIDESK0055756;OI34327
OIDESK0055916;OI105220
OIDESK0056128;OI256807
OIDESK0056311;61775
OIDESK0056330;OI145586
OIDESK0056536;OI310268
OIDESK0057400;OI328190-OI33570
OIDESK0057441;OI328190-OI33570
OIDESK0057500;sojm6001
OIDESK0057526;OI328190-OI33570
OIDESK0057587;OI328190-OI33570
OIDESK0057696;OI319051
OIDESK0057834;OI328190-OI33570
OIDESK0057836;OI328190-OI33570
OIDESK0057853;OI38015
OIDESK0057920;OI308380-308380
OIDESK0057935;OI345937
OIDESK0058954;OI393364
OIDESK0059037;oi68673
OIDESK0059076;OI323047
OIDESK0059651;273736
OIDESK0059653;OI306553
OIDESK0059695;OI314240
OIDESK0059730;OI393355
OIDESK0059881;OI041602
OIDESK0060045;194854
OIDESK0060075;SGO6001-SGO6001
OIDESK0060517;OI159727-OI341281
OIDESK0060726;188307
OIDESK0060836;oi342238
OIDESK0060859;OI174087
OIDESK0060965;sojm6001
OIDESK0061032;OI312784
OIDESK0061071;OI209134
OIDESK0061160;RJ57466
OIDESK0061204;OI394916-OI344104
OIDESK0061233;OI323901
OIDESK0061255;OI329037
OIDESK0061256;OI306080
OIDESK0061269;OI310109
OIDESK0061373;OI193285
OIDESK0061384;OI38620
OIDESK0061484;OI328092
OIDESK0061535;TC049255-TR354761
OIDESK0061567;TR380974-OI305324
OIDESK0061665;BT022921
OIDESK0061682;OI91817
OIDESK0061739;OI311238
OIDESK0061779;BT023441
OIDESK0061812;261481
OIDESK0061838;BC671630
OIDESK0061859;BT028142
OIDESK0062108;PR012702
OIDESK0062124;PR008371
OIDESK0062140;PR015337
OIDESK0062176;PR012709
OIDESK0062216;CR035887
